"","dual_sim","three_g","wifi","sc_h","sc_w","talk_time","blue","four_g","touch_screen","battery_power","clock_speed","fc","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","price_range"
"1967","1","0","1","(10.6,13.4]","(3.6,7.2]","(5,8]","0","0","0","(1.5e+03,1.6e+03]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","[0.0991,0.28]","(140,152]","[0.993,2.75]","[-0.02,4]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.13e+03,2.5e+03]","2"
"1970","1","1","0","(13.4,16.2]","(3.6,7.2]","(5,8]","0","1","1","(601,700]","(1,1.5]","(3.8,7.6]","[1.94,8.2]","(0.46,0.64]","(140,152]","(6.25,8.01]","(16,20]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(2.5e+03,2.87e+03]","2"
"1971","0","1","0","(16.2,19]","(10.8,14.4]","(5,8]","1","0","1","(1.9e+03,2e+03]","(1.5,2]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(104,116]","(4.5,6.25]","[-0.02,4]","(392,784]","(650,799]","(1.75e+03,2.13e+03]","2"
"1978","1","1","0","(7.8,10.6]","(3.6,7.2]","(14,17]","0","1","1","(1.3e+03,1.4e+03]","(1,1.5]","[-0.019,3.8]","(14.4,20.6]","[0.0991,0.28]","(128,140]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(799,949]","(2.13e+03,2.5e+03]","2"
"7","0","1","1","(10.6,13.4]","(7.2,10.8]","(17,20]","0","1","0","(1.8e+03,1.9e+03]","(1.5,2]","(3.8,7.6]","(8.2,14.4]","(0.64,0.82]","(128,140]","(6.25,8.01]","(8,12]","[-1.96,392]","(949,1.1e+03]","(2.87e+03,3.25e+03]","3"
"11","1","0","0","[4.99,7.8]","[-0.018,3.6]","(5,8]","1","0","0","(700,800]","(2.5,3]","[-0.019,3.8]","(8.2,14.4]","[0.0991,0.28]","(176,188]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","(799,949]","(3.62e+03,4e+03]","3"
"27","1","1","1","(13.4,16.2]","[-0.018,3.6]","[1.98,5]","1","1","0","[500,601]","(1.5,2]","(3.8,7.6]","(45.4,51.6]","(0.28,0.46]","(128,140]","(2.75,4.5]","(16,20]","(392,784]","[499,650]","(3.62e+03,4e+03]","3"
"28","0","1","0","(16.2,19]","(7.2,10.8]","(11,14]","0","1","1","(900,1e+03]","[0.497,1]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(140,152]","(6.25,8.01]","(4,8]","(392,784]","(949,1.1e+03]","(3.25e+03,3.62e+03]","3"
"31","1","0","1","(16.2,19]","(10.8,14.4]","(11,14]","1","0","0","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","[1.94,8.2]","[0.0991,0.28]","[79.9,92]","(6.25,8.01]","(8,12]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"34","1","1","0","[4.99,7.8]","[-0.018,3.6]","(11,14]","1","1","1","(1.3e+03,1.4e+03]","(2,2.5]","[-0.019,3.8]","(45.4,51.6]","(0.46,0.64]","(92,104]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"38","1","1","0","[4.99,7.8]","(3.6,7.2]","[1.98,5]","1","1","1","(1.7e+03,1.8e+03]","(1.5,2]","(3.8,7.6]","[1.94,8.2]","(0.46,0.64]","(116,128]","[0.993,2.75]","(16,20]","(392,784]","(1.25e+03,1.4e+03]","(3.25e+03,3.62e+03]","3"
"42","0","1","0","(16.2,19]","(7.2,10.8]","(17,20]","1","1","1","(1.6e+03,1.7e+03]","(2,2.5]","(7.6,11.4]","(39.2,45.4]","[0.0991,0.28]","(176,188]","[0.993,2.75]","(8,12]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(3.25e+03,3.62e+03]","3"
"47","1","1","0","(7.8,10.6]","(3.6,7.2]","[1.98,5]","1","0","0","(1.7e+03,1.8e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(152,164]","(6.25,8.01]","(12,16]","[-1.96,392]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"53","1","1","0","(10.6,13.4]","(3.6,7.2]","(8,11]","1","1","1","(1.6e+03,1.7e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.28,0.46]","(104,116]","[0.993,2.75]","[-0.02,4]","(392,784]","[499,650]","(2.87e+03,3.25e+03]","3"
"67","0","1","0","(7.8,10.6]","(3.6,7.2]","[1.98,5]","1","1","1","(1.3e+03,1.4e+03]","[0.497,1]","(7.6,11.4]","(33,39.2]","(0.28,0.46]","(152,164]","(2.75,4.5]","(12,16]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"70","1","1","0","[4.99,7.8]","[-0.018,3.6]","(5,8]","0","1","1","(1.1e+03,1.2e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","[79.9,92]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","3"
"79","1","1","1","(16.2,19]","(10.8,14.4]","(8,11]","1","1","0","(1.1e+03,1.2e+03]","(2,2.5]","(11.4,15.2]","(14.4,20.6]","[0.0991,0.28]","(104,116]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","3"
"81","1","1","1","(16.2,19]","(7.2,10.8]","(5,8]","1","1","1","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.82,1]","[79.9,92]","(6.25,8.01]","(4,8]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","3"
"83","1","0","1","(7.8,10.6]","(3.6,7.2]","(8,11]","1","0","1","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(176,188]","(4.5,6.25]","[-0.02,4]","(392,784]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"88","1","1","0","(10.6,13.4]","[-0.018,3.6]","[1.98,5]","1","1","0","(1e+03,1.1e+03]","(2.5,3]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(176,188]","(2.75,4.5]","(8,12]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.87e+03,3.25e+03]","3"
"91","1","1","0","(16.2,19]","[-0.018,3.6]","(14,17]","0","1","1","(1.7e+03,1.8e+03]","(1.5,2]","[-0.019,3.8]","(51.6,57.8]","(0.46,0.64]","(176,188]","(2.75,4.5]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(2.5e+03,2.87e+03]","3"
"101","0","1","0","(13.4,16.2]","(7.2,10.8]","(17,20]","1","1","0","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(140,152]","(4.5,6.25]","(12,16]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(2.5e+03,2.87e+03]","3"
"107","1","0","1","(10.6,13.4]","(3.6,7.2]","(8,11]","0","0","1","(1.6e+03,1.7e+03]","(1.5,2]","(3.8,7.6]","(20.6,26.8]","(0.82,1]","(164,176]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.5e+03,2.87e+03]","3"
"110","0","1","1","(16.2,19]","(10.8,14.4]","(11,14]","1","0","1","(1.7e+03,1.8e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","[0.0991,0.28]","(152,164]","[0.993,2.75]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(2.13e+03,2.5e+03]","3"
"123","1","0","0","(7.8,10.6]","(3.6,7.2]","(5,8]","1","0","1","(800,900]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","(0.82,1]","(128,140]","(2.75,4.5]","(8,12]","(392,784]","(799,949]","(3.25e+03,3.62e+03]","3"
"131","1","1","1","(16.2,19]","(3.6,7.2]","(5,8]","0","0","0","(1.4e+03,1.5e+03]","(1.5,2]","[-0.019,3.8]","(51.6,57.8]","(0.64,0.82]","(92,104]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(799,949]","(3.62e+03,4e+03]","3"
"143","0","1","1","(16.2,19]","(14.4,18]","(14,17]","1","1","1","(1.5e+03,1.6e+03]","(2,2.5]","(3.8,7.6]","(39.2,45.4]","(0.28,0.46]","(128,140]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"146","1","1","0","(16.2,19]","(10.8,14.4]","(14,17]","0","1","0","(1.8e+03,1.9e+03]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(140,152]","[0.993,2.75]","[-0.02,4]","(392,784]","(650,799]","(3.25e+03,3.62e+03]","3"
"148","1","1","0","(13.4,16.2]","[-0.018,3.6]","[1.98,5]","0","1","0","(1.4e+03,1.5e+03]","(2,2.5]","[-0.019,3.8]","(39.2,45.4]","(0.46,0.64]","(140,152]","(6.25,8.01]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"152","1","0","1","(13.4,16.2]","(10.8,14.4]","(11,14]","0","0","1","(700,800]","(2,2.5]","(3.8,7.6]","(51.6,57.8]","[0.0991,0.28]","(188,200]","(6.25,8.01]","(12,16]","(392,784]","(1.25e+03,1.4e+03]","(3.25e+03,3.62e+03]","3"
"159","0","0","0","(16.2,19]","[-0.018,3.6]","(17,20]","0","0","0","(1.3e+03,1.4e+03]","(2.5,3]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(188,200]","(4.5,6.25]","[-0.02,4]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"169","0","1","0","(10.6,13.4]","(7.2,10.8]","(8,11]","0","1","0","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","[0.0991,0.28]","(152,164]","(6.25,8.01]","(4,8]","(784,1.18e+03]","(1.85e+03,2e+03]","(2.13e+03,2.5e+03]","3"
"171","1","1","0","[4.99,7.8]","[-0.018,3.6]","(11,14]","1","1","1","(1.2e+03,1.3e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(92,104]","(6.25,8.01]","(4,8]","[-1.96,392]","(799,949]","(3.62e+03,4e+03]","3"
"175","1","1","0","(13.4,16.2]","(10.8,14.4]","(17,20]","0","1","0","[500,601]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","(0.82,1]","(188,200]","(4.5,6.25]","[-0.02,4]","(392,784]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"178","1","1","0","(13.4,16.2]","(7.2,10.8]","(17,20]","0","0","0","(1.9e+03,2e+03]","(1,1.5]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","(92,104]","(4.5,6.25]","[-0.02,4]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.13e+03,2.5e+03]","3"
"190","1","1","1","(16.2,19]","(3.6,7.2]","(11,14]","0","0","1","(1.8e+03,1.9e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(140,152]","(4.5,6.25]","(4,8]","(392,784]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"209","1","1","1","(16.2,19]","(14.4,18]","(5,8]","1","1","1","(601,700]","(1,1.5]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(104,116]","(6.25,8.01]","[-0.02,4]","(392,784]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","3"
"210","1","1","0","(16.2,19]","(14.4,18]","(5,8]","1","1","1","(1.2e+03,1.3e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","(140,152]","(4.5,6.25]","(4,8]","[-1.96,392]","(1.4e+03,1.55e+03]","(3.25e+03,3.62e+03]","3"
"216","0","1","1","(16.2,19]","(3.6,7.2]","(5,8]","1","1","1","(1.9e+03,2e+03]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.82,1]","(176,188]","(2.75,4.5]","(4,8]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(2.87e+03,3.25e+03]","3"
"232","1","0","1","(10.6,13.4]","(7.2,10.8]","(5,8]","1","0","1","(1.3e+03,1.4e+03]","(1.5,2]","(3.8,7.6]","(8.2,14.4]","(0.28,0.46]","(104,116]","[0.993,2.75]","(4,8]","(392,784]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"238","1","1","1","[4.99,7.8]","[-0.018,3.6]","(5,8]","1","1","1","(1.7e+03,1.8e+03]","(2,2.5]","(11.4,15.2]","[1.94,8.2]","[0.0991,0.28]","(176,188]","(4.5,6.25]","(12,16]","(392,784]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"260","1","1","1","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","1","1","1","(1.5e+03,1.6e+03]","(1.5,2]","(3.8,7.6]","[1.94,8.2]","(0.46,0.64]","(152,164]","(4.5,6.25]","(16,20]","[-1.96,392]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","3"
"287","1","0","0","(7.8,10.6]","(3.6,7.2]","[1.98,5]","1","0","0","(601,700]","(1.5,2]","(3.8,7.6]","(14.4,20.6]","(0.28,0.46]","(92,104]","(6.25,8.01]","(4,8]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"291","1","0","1","(13.4,16.2]","[-0.018,3.6]","(17,20]","1","0","1","(1.8e+03,1.9e+03]","(2,2.5]","(7.6,11.4]","(57.8,64.1]","[0.0991,0.28]","(128,140]","[0.993,2.75]","(8,12]","(392,784]","(650,799]","(3.62e+03,4e+03]","3"
"297","0","0","0","(13.4,16.2]","[-0.018,3.6]","(14,17]","1","0","1","(1.5e+03,1.6e+03]","(2.5,3]","(3.8,7.6]","(8.2,14.4]","(0.28,0.46]","(116,128]","(6.25,8.01]","(16,20]","[-1.96,392]","(650,799]","(3.25e+03,3.62e+03]","3"
"304","1","0","1","[4.99,7.8]","[-0.018,3.6]","(14,17]","1","0","1","(1.4e+03,1.5e+03]","[0.497,1]","(7.6,11.4]","(8.2,14.4]","(0.82,1]","(116,128]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"323","1","0","0","[4.99,7.8]","(3.6,7.2]","(8,11]","0","0","1","(1.5e+03,1.6e+03]","(2,2.5]","[-0.019,3.8]","(57.8,64.1]","(0.82,1]","(176,188]","[0.993,2.75]","[-0.02,4]","[-1.96,392]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"337","1","1","0","(13.4,16.2]","[-0.018,3.6]","(8,11]","1","0","1","[500,601]","(1,1.5]","[-0.019,3.8]","(45.4,51.6]","(0.82,1]","[79.9,92]","(2.75,4.5]","[-0.02,4]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(3.25e+03,3.62e+03]","3"
"344","1","0","1","(16.2,19]","[-0.018,3.6]","(11,14]","1","0","1","(1e+03,1.1e+03]","(2.5,3]","(3.8,7.6]","(33,39.2]","(0.64,0.82]","(116,128]","(6.25,8.01]","(16,20]","(392,784]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"352","1","0","1","(16.2,19]","(14.4,18]","(8,11]","0","0","0","(1.5e+03,1.6e+03]","(2.5,3]","(15.2,19]","[1.94,8.2]","[0.0991,0.28]","(116,128]","(4.5,6.25]","(16,20]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(2.5e+03,2.87e+03]","3"
"360","1","1","0","(7.8,10.6]","(3.6,7.2]","(8,11]","1","1","0","(1.9e+03,2e+03]","(2,2.5]","[-0.019,3.8]","(57.8,64.1]","(0.28,0.46]","[79.9,92]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"368","1","1","0","(7.8,10.6]","[-0.018,3.6]","(8,11]","0","0","1","(800,900]","(2.5,3]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","(92,104]","(6.25,8.01]","(16,20]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"380","0","1","1","(10.6,13.4]","(10.8,14.4]","(5,8]","1","1","0","(1.1e+03,1.2e+03]","(2,2.5]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","(140,152]","[0.993,2.75]","(8,12]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"390","0","1","0","(13.4,16.2]","[-0.018,3.6]","(17,20]","0","0","0","(1.7e+03,1.8e+03]","(1,1.5]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(128,140]","(6.25,8.01]","(8,12]","(392,784]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"393","0","0","0","(7.8,10.6]","[-0.018,3.6]","(5,8]","1","0","1","(1.8e+03,1.9e+03]","(2,2.5]","(11.4,15.2]","(20.6,26.8]","(0.46,0.64]","(152,164]","(2.75,4.5]","(12,16]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","3"
"394","0","1","1","(16.2,19]","(14.4,18]","(8,11]","1","1","1","(1.3e+03,1.4e+03]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","(0.82,1]","(140,152]","(6.25,8.01]","(16,20]","(392,784]","(650,799]","(3.62e+03,4e+03]","3"
"396","1","1","0","(7.8,10.6]","(3.6,7.2]","(17,20]","0","1","0","(1.8e+03,1.9e+03]","[0.497,1]","(7.6,11.4]","[1.94,8.2]","(0.28,0.46]","(140,152]","[0.993,2.75]","(12,16]","(392,784]","(650,799]","(3.62e+03,4e+03]","3"
"397","1","1","1","(10.6,13.4]","(7.2,10.8]","(5,8]","0","1","1","(700,800]","(2,2.5]","(3.8,7.6]","(51.6,57.8]","(0.82,1]","[79.9,92]","(6.25,8.01]","(8,12]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"402","1","1","1","(16.2,19]","[-0.018,3.6]","(17,20]","0","1","1","(1e+03,1.1e+03]","(2.5,3]","(15.2,19]","(45.4,51.6]","(0.64,0.82]","(92,104]","(6.25,8.01]","(16,20]","(392,784]","(1.7e+03,1.85e+03]","(2.87e+03,3.25e+03]","3"
"406","1","1","0","[4.99,7.8]","(3.6,7.2]","[1.98,5]","1","0","1","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","[79.9,92]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(949,1.1e+03]","(3.25e+03,3.62e+03]","3"
"428","0","1","1","(7.8,10.6]","[-0.018,3.6]","(5,8]","1","1","0","(1.7e+03,1.8e+03]","(1,1.5]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","(128,140]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"431","1","1","0","(16.2,19]","(14.4,18]","(14,17]","1","1","1","(1.8e+03,1.9e+03]","(2.5,3]","(3.8,7.6]","(14.4,20.6]","[0.0991,0.28]","(116,128]","(6.25,8.01]","(4,8]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"437","1","1","1","(13.4,16.2]","(3.6,7.2]","[1.98,5]","0","1","1","(601,700]","[0.497,1]","(7.6,11.4]","(8.2,14.4]","(0.64,0.82]","[79.9,92]","(6.25,8.01]","(12,16]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.87e+03,3.25e+03]","3"
"453","1","1","1","(7.8,10.6]","(7.2,10.8]","[1.98,5]","0","1","0","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","(92,104]","(2.75,4.5]","(4,8]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"455","0","1","1","(7.8,10.6]","(3.6,7.2]","(8,11]","0","0","1","(900,1e+03]","(1,1.5]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(152,164]","(6.25,8.01]","[-0.02,4]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"458","0","1","0","(13.4,16.2]","(7.2,10.8]","(11,14]","1","0","1","(1.1e+03,1.2e+03]","(1,1.5]","(11.4,15.2]","(51.6,57.8]","(0.28,0.46]","[79.9,92]","(4.5,6.25]","(12,16]","(392,784]","(1.25e+03,1.4e+03]","(2.87e+03,3.25e+03]","3"
"466","0","1","0","(13.4,16.2]","(7.2,10.8]","(8,11]","1","1","0","(1.5e+03,1.6e+03]","(1.5,2]","(3.8,7.6]","(39.2,45.4]","(0.64,0.82]","(116,128]","(2.75,4.5]","(8,12]","[-1.96,392]","(799,949]","(3.62e+03,4e+03]","3"
"467","1","1","1","(16.2,19]","(3.6,7.2]","(17,20]","0","1","1","(1.6e+03,1.7e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.82,1]","(164,176]","(2.75,4.5]","(4,8]","(392,784]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"471","1","0","0","[4.99,7.8]","(3.6,7.2]","(14,17]","0","0","0","(700,800]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.64,0.82]","[79.9,92]","(6.25,8.01]","(12,16]","[-1.96,392]","(650,799]","(3.62e+03,4e+03]","3"
"472","1","0","0","(7.8,10.6]","(3.6,7.2]","(14,17]","0","0","1","(1.9e+03,2e+03]","(2.5,3]","(7.6,11.4]","(14.4,20.6]","[0.0991,0.28]","(92,104]","(4.5,6.25]","(8,12]","(392,784]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"477","0","1","0","(16.2,19]","[-0.018,3.6]","(14,17]","0","1","1","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(152,164]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","3"
"497","1","0","0","[4.99,7.8]","(3.6,7.2]","(17,20]","1","0","0","(1.5e+03,1.6e+03]","[0.497,1]","(7.6,11.4]","[1.94,8.2]","(0.82,1]","(116,128]","(2.75,4.5]","(8,12]","(392,784]","(1.55e+03,1.7e+03]","(3.62e+03,4e+03]","3"
"500","1","1","0","(10.6,13.4]","[-0.018,3.6]","(8,11]","0","0","0","(800,900]","(1,1.5]","[-0.019,3.8]","(33,39.2]","[0.0991,0.28]","(92,104]","[0.993,2.75]","[-0.02,4]","(392,784]","[499,650]","(3.62e+03,4e+03]","3"
"512","1","0","1","[4.99,7.8]","[-0.018,3.6]","(14,17]","1","0","0","(1e+03,1.1e+03]","(2,2.5]","(3.8,7.6]","(8.2,14.4]","(0.82,1]","(152,164]","[0.993,2.75]","(12,16]","(1.57e+03,1.96e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"519","0","0","1","(10.6,13.4]","(7.2,10.8]","(17,20]","0","0","0","(1.6e+03,1.7e+03]","(1,1.5]","[-0.019,3.8]","(51.6,57.8]","[0.0991,0.28]","(152,164]","(2.75,4.5]","[-0.02,4]","(784,1.18e+03]","(1.85e+03,2e+03]","(3.25e+03,3.62e+03]","3"
"523","1","1","1","(13.4,16.2]","(10.8,14.4]","[1.98,5]","0","1","0","(1.7e+03,1.8e+03]","(1.5,2]","(3.8,7.6]","(8.2,14.4]","(0.46,0.64]","(140,152]","(2.75,4.5]","(4,8]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"525","1","1","1","(7.8,10.6]","(3.6,7.2]","[1.98,5]","0","1","0","(800,900]","[0.497,1]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","[79.9,92]","[0.993,2.75]","[-0.02,4]","[-1.96,392]","(1.85e+03,2e+03]","(3.25e+03,3.62e+03]","3"
"533","0","1","0","(13.4,16.2]","(7.2,10.8]","(5,8]","1","0","0","(700,800]","(2.5,3]","[-0.019,3.8]","(26.8,33]","(0.82,1]","(140,152]","(4.5,6.25]","(16,20]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"542","1","1","1","[4.99,7.8]","[-0.018,3.6]","(11,14]","0","1","1","(700,800]","(1,1.5]","[-0.019,3.8]","(33,39.2]","(0.46,0.64]","(164,176]","(2.75,4.5]","(4,8]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(2.87e+03,3.25e+03]","3"
"551","1","0","1","(7.8,10.6]","(3.6,7.2]","[1.98,5]","1","0","0","(1.4e+03,1.5e+03]","(2,2.5]","(7.6,11.4]","(39.2,45.4]","(0.82,1]","[79.9,92]","(4.5,6.25]","(12,16]","(392,784]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"561","0","0","1","(7.8,10.6]","(3.6,7.2]","(14,17]","0","0","0","(1.1e+03,1.2e+03]","(1,1.5]","(7.6,11.4]","(57.8,64.1]","[0.0991,0.28]","[79.9,92]","(6.25,8.01]","(8,12]","[-1.96,392]","(1.55e+03,1.7e+03]","(2.87e+03,3.25e+03]","3"
"569","1","0","0","(16.2,19]","(3.6,7.2]","[1.98,5]","0","0","0","(1.2e+03,1.3e+03]","(2.5,3]","(11.4,15.2]","(45.4,51.6]","[0.0991,0.28]","(116,128]","[0.993,2.75]","(16,20]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(2.87e+03,3.25e+03]","3"
"570","1","1","0","(10.6,13.4]","(10.8,14.4]","[1.98,5]","1","1","0","(1.3e+03,1.4e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","[0.0991,0.28]","(140,152]","[0.993,2.75]","(8,12]","(392,784]","(949,1.1e+03]","(3.25e+03,3.62e+03]","3"
"572","1","1","0","(10.6,13.4]","(3.6,7.2]","(14,17]","0","1","1","(1.6e+03,1.7e+03]","[0.497,1]","(7.6,11.4]","(26.8,33]","[0.0991,0.28]","(176,188]","(4.5,6.25]","(12,16]","[-1.96,392]","(949,1.1e+03]","(2.87e+03,3.25e+03]","3"
"573","0","1","0","(10.6,13.4]","[-0.018,3.6]","(8,11]","1","1","1","(1.7e+03,1.8e+03]","[0.497,1]","(11.4,15.2]","(45.4,51.6]","(0.82,1]","(104,116]","[0.993,2.75]","(12,16]","[-1.96,392]","(799,949]","(3.62e+03,4e+03]","3"
"582","0","1","1","(10.6,13.4]","(7.2,10.8]","(5,8]","1","1","1","(1.5e+03,1.6e+03]","[0.497,1]","(7.6,11.4]","(14.4,20.6]","[0.0991,0.28]","[79.9,92]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.85e+03,2e+03]","(3.25e+03,3.62e+03]","3"
"585","1","0","0","(13.4,16.2]","(3.6,7.2]","[1.98,5]","1","0","1","(900,1e+03]","(2.5,3]","(15.2,19]","[1.94,8.2]","[0.0991,0.28]","(164,176]","(2.75,4.5]","(16,20]","(1.57e+03,1.96e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"594","0","1","0","(10.6,13.4]","[-0.018,3.6]","(14,17]","1","1","1","(1.3e+03,1.4e+03]","(2.5,3]","[-0.019,3.8]","(51.6,57.8]","(0.46,0.64]","(116,128]","(2.75,4.5]","[-0.02,4]","(392,784]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
